FK_DateID;FK_Product;FK_Customer;DD_OrderID;ShipMode;total_cost;items_number
1557;181;2455;CA-2017-162082;First Class;392.06;3
1557;2294;2455;CA-2017-162082;First Class;392.06;3
1557;5218;2455;CA-2017-162082;First Class;392.06;3
1851;7640;3456;CA-2017-162110;Standard Class;55.99;1
1647;3955;1836;CA-2017-162138;Standard Class;351.51;2
1647;6803;1836;CA-2017-162138;Standard Class;351.51;2
2012;313;985;CA-2017-162159;First Class;121.78;1
2280;521;3482;CA-2017-162187;Same Day;1252.63;5
2280;6100;3482;CA-2017-162187;Same Day;1252.63;5
2280;6587;3482;CA-2017-162187;Same Day;1252.63;5
2280;1819;3482;CA-2017-162187;Same Day;1252.63;5
2280;1659;3482;CA-2017-162187;Same Day;1252.63;5
1595;5630;4338;CA-2017-162222;Same Day;10.27;1
2149;6544;1662;CA-2017-162236;Second Class;1106.92;3
2149;6308;1662;CA-2017-162236;Second Class;1106.92;3
2149;1622;1662;CA-2017-162236;Second Class;1106.92;3
2230;2096;4708;CA-2017-162313;First Class;167.29;1
2168;1283;487;CA-2017-162348;Standard Class;9.98;1
1811;2751;3555;CA-2017-162355;Second Class;1302.83;2
1811;196;3555;CA-2017-162355;Second Class;1302.83;2
1982;3265;3010;CA-2017-162383;Standard Class;103.05;3
1982;655;3010;CA-2017-162383;Standard Class;103.05;3
1982;3510;3010;CA-2017-162383;Standard Class;103.05;3
2265;7239;1369;CA-2017-162390;Standard Class;1671.08;3
2265;3261;1369;CA-2017-162390;Standard Class;1671.08;3
2265;3900;1369;CA-2017-162390;Standard Class;1671.08;3
1865;3016;3397;CA-2017-162404;Standard Class;11.41;1
2079;3805;4468;CA-2017-162614;Standard Class;27.26;1
2337;5257;3283;CA-2017-162726;Standard Class;34.04;2
2337;5658;3283;CA-2017-162726;Standard Class;34.04;2
1683;5429;4673;CA-2017-162733;First Class;5.98;1
1571;1265;159;CA-2017-162747;Second Class;86.45;1
1584;5923;306;CA-2017-162901;First Class;31.40;1
1868;358;1110;CA-2017-162943;Second Class;253.76;1
1502;334;3089;CA-2017-163048;Standard Class;241.50;1
1572;1769;1314;CA-2017-163153;Standard Class;100.71;2
1572;2412;1314;CA-2017-163153;Standard Class;100.71;2
2234;6359;3879;CA-2017-163167;Second Class;2673.69;4
2234;7027;3879;CA-2017-163167;Second Class;2673.69;4
2234;6408;3879;CA-2017-163167;Second Class;2673.69;4
2234;655;3879;CA-2017-163167;Second Class;2673.69;4
1944;804;4783;CA-2017-163174;Standard Class;186.54;1
2051;3485;547;CA-2017-163202;Standard Class;2.90;1
2076;4453;364;CA-2017-163216;First Class;4.92;1
2149;6514;4616;CA-2017-163328;Second Class;1465.03;6
2149;521;4616;CA-2017-163328;Second Class;1465.03;6
2149;4794;4616;CA-2017-163328;Second Class;1465.03;6
2149;5713;4616;CA-2017-163328;Second Class;1465.03;6
2149;4671;4616;CA-2017-163328;Second Class;1465.03;6
2149;230;4616;CA-2017-163328;Second Class;1465.03;6
2165;4041;785;CA-2017-163384;First Class;45.61;2
2165;5507;785;CA-2017-163384;First Class;45.61;2
1665;2811;741;CA-2017-163398;Standard Class;55.97;3
1665;1984;741;CA-2017-163398;Standard Class;55.97;3
1665;2589;741;CA-2017-163398;Standard Class;55.97;3
2215;3967;74;CA-2017-163573;First Class;1219.96;1
1618;3726;2177;CA-2017-163594;First Class;250.41;3
1618;4988;2177;CA-2017-163594;First Class;250.41;3
1618;223;2177;CA-2017-163594;First Class;250.41;3
2262;2369;3233;CA-2017-163636;Second Class;3.53;1
2150;1225;333;CA-2017-163755;Second Class;209.88;1
1855;2924;2465;CA-2017-163776;Standard Class;1110.50;6
1855;141;2465;CA-2017-163776;Standard Class;1110.50;6
1855;6205;2465;CA-2017-163776;Standard Class;1110.50;6
1855;5009;2465;CA-2017-163776;Standard Class;1110.50;6
1855;909;2465;CA-2017-163776;Standard Class;1110.50;6
1855;3576;2465;CA-2017-163776;Standard Class;1110.50;6
2251;5854;1136;CA-2017-163804;Standard Class;2781.77;3
2251;1454;1136;CA-2017-163804;Standard Class;2781.77;3
2251;7414;1136;CA-2017-163804;Standard Class;2781.77;3
1458;734;2069;CA-2017-163937;Second Class;24.85;1
2344;2744;852;CA-2017-163951;First Class;16.52;1
2100;150;3071;CA-2017-163972;Standard Class;120.66;1
1974;5969;2260;CA-2017-163986;Standard Class;54.50;1
1764;5297;988;CA-2017-164035;Standard Class;23.12;1
2016;7645;2715;CA-2017-164091;Standard Class;547.33;2
2016;1473;2715;CA-2017-164091;Standard Class;547.33;2
2002;3230;3500;CA-2017-164154;Standard Class;59.94;2
2002;6222;3500;CA-2017-164154;Standard Class;59.94;2
1996;2235;840;CA-2017-164350;Second Class;67.56;1
2173;8058;1445;CA-2017-164399;First Class;878.32;2
2173;1672;1445;CA-2017-164399;First Class;878.32;2
1481;2811;2193;CA-2017-164483;Standard Class;17.45;1
1981;5800;4379;CA-2017-164490;Second Class;9.24;1
2201;6234;1228;CA-2017-164511;Standard Class;147.91;3
2201;6412;1228;CA-2017-164511;Standard Class;147.91;3
2201;3615;1228;CA-2017-164511;Standard Class;147.91;3
1879;6363;3912;CA-2017-164574;Standard Class;732.15;2
1879;3431;3912;CA-2017-164574;Standard Class;732.15;2
1532;3762;3822;CA-2017-164637;Standard Class;128.40;1
1675;950;1791;CA-2017-164672;Second Class;211.96;1
1625;6100;4485;CA-2017-164735;Second Class;81.20;1
2248;148;3322;CA-2017-164770;Second Class;812.68;2
2248;5630;3322;CA-2017-164770;Second Class;812.68;2
1659;4538;1935;CA-2017-164784;First Class;377.34;3
1659;3556;1935;CA-2017-164784;First Class;377.34;3
1659;1747;1935;CA-2017-164784;First Class;377.34;3
2161;5324;3695;CA-2017-164896;Standard Class;12.90;1
1833;7273;1462;CA-2017-164924;Same Day;341.99;1
1504;8054;3543;CA-2017-164938;First Class;69.93;1
1522;4200;438;CA-2017-165015;Second Class;46.72;1
2114;855;3623;CA-2017-165148;First Class;31.40;1
1743;2183;2327;CA-2017-165169;Standard Class;386.48;3
1743;6072;2327;CA-2017-165169;Standard Class;386.48;3
1743;4478;2327;CA-2017-165169;Standard Class;386.48;3
1534;6100;3999;CA-2017-165218;Standard Class;162.34;2
1534;4056;3999;CA-2017-165218;Standard Class;162.34;2
1865;2544;2056;CA-2017-165316;Standard Class;324.38;3
1865;7340;2056;CA-2017-165316;Standard Class;324.38;3
1865;2070;2056;CA-2017-165316;Standard Class;324.38;3
2280;2277;4773;CA-2017-165330;Same Day;1937.92;11
2280;3955;4773;CA-2017-165330;Same Day;1937.92;11
2280;1906;4773;CA-2017-165330;Same Day;1937.92;11
2280;5914;4773;CA-2017-165330;Same Day;1937.92;11
2280;3542;4773;CA-2017-165330;Same Day;1937.92;11
2280;566;4773;CA-2017-165330;Same Day;1937.92;11
2280;1764;4773;CA-2017-165330;Same Day;1937.92;11
2280;6598;4773;CA-2017-165330;Same Day;1937.92;11
2280;4812;4773;CA-2017-165330;Same Day;1937.92;11
2280;3805;4773;CA-2017-165330;Same Day;1937.92;11
2280;3510;4773;CA-2017-165330;Same Day;1937.92;11
2222;5766;1967;CA-2017-165470;Standard Class;5.08;1
2116;912;1972;CA-2017-165484;Standard Class;70.97;2
2116;4933;1972;CA-2017-165484;Standard Class;70.97;2
2216;6587;981;CA-2017-165561;Standard Class;25.35;1
1688;4957;3199;CA-2017-165673;Second Class;15.23;1
2048;5775;1455;CA-2017-165820;Standard Class;12.96;1
2151;1011;3042;CA-2017-165827;Standard Class;50.49;1
1738;4845;1641;CA-2017-165848;Same Day;1562.69;4
1738;7330;1641;CA-2017-165848;Same Day;1562.69;4
1738;4;1641;CA-2017-165848;Same Day;1562.69;4
1738;1313;1641;CA-2017-165848;Same Day;1562.69;4
1997;4762;444;CA-2017-165918;Standard Class;143.24;4
1997;4654;444;CA-2017-165918;Standard Class;143.24;4
1997;3912;444;CA-2017-165918;Standard Class;143.24;4
1997;4018;444;CA-2017-165918;Standard Class;143.24;4
1957;842;519;CA-2017-165995;Standard Class;387.00;2
1957;8058;519;CA-2017-165995;Standard Class;387.00;2
1917;8050;1092;CA-2017-166163;Second Class;75.12;2
1917;4491;1092;CA-2017-166163;Second Class;75.12;2
2195;7862;4536;CA-2017-166226;Standard Class;129.03;2
2195;2037;4536;CA-2017-166226;Standard Class;129.03;2
1795;1947;1207;CA-2017-166240;Standard Class;8.71;1
2117;6794;4361;CA-2017-166275;Same Day;199.99;1
1631;7101;3603;CA-2017-166282;Standard Class;158.25;2
1631;5476;3603;CA-2017-166282;Standard Class;158.25;2
2110;6863;2202;CA-2017-166373;Standard Class;106.08;1
1731;6602;1483;CA-2017-166380;Standard Class;138.53;2
1731;4164;1483;CA-2017-166380;Standard Class;138.53;2
1968;7223;4552;CA-2017-166429;Standard Class;999.98;1
2148;1348;2812;CA-2017-166443;First Class;38.29;1
1515;5811;187;CA-2017-166485;Standard Class;16.49;1
2182;2396;1361;CA-2017-166618;Standard Class;37.63;2
2182;7860;1361;CA-2017-166618;Standard Class;37.63;2
1623;3426;2371;CA-2017-166625;First Class;25.06;1
1589;6054;3765;CA-2017-166674;Second Class;560.78;6
1589;2237;3765;CA-2017-166674;Second Class;560.78;6
1589;7711;3765;CA-2017-166674;Second Class;560.78;6
1589;2806;3765;CA-2017-166674;Second Class;560.78;6
1589;2436;3765;CA-2017-166674;Second Class;560.78;6
1589;2566;3765;CA-2017-166674;Second Class;560.78;6
2027;104;1967;CA-2017-166772;Standard Class;163.88;1
1464;5009;450;CA-2017-166912;First Class;81.98;1
1600;3961;1585;CA-2017-167115;Standard Class;588.78;1
1919;1358;404;CA-2017-167241;Standard Class;533.09;4
1919;6078;404;CA-2017-167241;Standard Class;533.09;4
1919;8024;404;CA-2017-167241;Standard Class;533.09;4
1919;5789;404;CA-2017-167241;Standard Class;533.09;4
2134;2730;2177;CA-2017-167290;Standard Class;11.68;1
1685;4086;2371;CA-2017-167416;Standard Class;54.90;1
2315;1154;4013;CA-2017-167507;Standard Class;65.94;3
2315;3720;4013;CA-2017-167507;Standard Class;65.94;3
2315;1023;4013;CA-2017-167507;Standard Class;65.94;3
1585;1444;2354;CA-2017-167556;Standard Class;498.60;4
1585;3733;2354;CA-2017-167556;Standard Class;498.60;4
1585;2908;2354;CA-2017-167556;Standard Class;498.60;4
1585;4870;2354;CA-2017-167556;Standard Class;498.60;4
1904;4748;2737;CA-2017-167584;Same Day;6.48;1
1653;967;3790;CA-2017-167605;Second Class;30.34;1
1597;7447;4820;CA-2017-167682;Standard Class;331.08;2
1597;1292;4820;CA-2017-167682;Standard Class;331.08;2
1531;7844;814;CA-2017-167759;Second Class;134.85;1
1930;3752;3947;CA-2017-167983;Second Class;33.44;1
1481;1737;1199;CA-2017-168032;Standard Class;2067.79;3
1481;7983;1199;CA-2017-168032;Standard Class;2067.79;3
1481;2946;1199;CA-2017-168032;Standard Class;2067.79;3
1477;1528;2105;CA-2017-168046;Second Class;831.50;4
1477;3703;2105;CA-2017-168046;Second Class;831.50;4
1477;6395;2105;CA-2017-168046;Second Class;831.50;4
1477;859;2105;CA-2017-168046;Second Class;831.50;4
1649;6998;709;CA-2017-168081;Second Class;258.69;1
2023;4018;3906;CA-2017-168354;First Class;2545.12;4
2023;679;3906;CA-2017-168354;First Class;2545.12;4
2023;5357;3906;CA-2017-168354;First Class;2545.12;4
2023;6063;3906;CA-2017-168354;First Class;2545.12;4
1788;3752;2524;CA-2017-168361;Standard Class;0.83;1
2312;6863;4129;CA-2017-168536;Standard Class;66.30;1
1821;1852;1262;CA-2017-168543;Standard Class;706.86;1
2025;3403;1706;CA-2017-168557;Standard Class;8.92;1
1727;3452;3920;CA-2017-168753;Second Class;1002.70;2
1727;7472;3920;CA-2017-168753;Second Class;1002.70;2
1977;6063;3963;CA-2017-168774;Standard Class;535.41;1
2162;7084;3142;CA-2017-168830;Standard Class;479.97;1
1735;3466;3440;CA-2017-168844;Standard Class;186.85;2
1735;7855;3440;CA-2017-168844;Standard Class;186.85;2
2144;2690;268;CA-2017-168893;Second Class;903.77;5
2144;1672;268;CA-2017-168893;Second Class;903.77;5
2144;1159;268;CA-2017-168893;Second Class;903.77;5
2144;4354;268;CA-2017-168893;Second Class;903.77;5
2144;2405;268;CA-2017-168893;Second Class;903.77;5
2102;3866;127;CA-2017-168921;First Class;19.29;1
1510;4277;1462;CA-2017-168956;Standard Class;167.18;4
1510;4988;1462;CA-2017-168956;Standard Class;167.18;4
1510;2130;1462;CA-2017-168956;Standard Class;167.18;4
1510;693;1462;CA-2017-168956;Standard Class;167.18;4
1898;4350;952;CA-2017-169026;Standard Class;23.34;1
1540;1333;4807;CA-2017-169103;Standard Class;1466.32;2
1540;7545;4807;CA-2017-169103;Standard Class;1466.32;2
1678;6694;4361;CA-2017-169166;Standard Class;93.98;1
1786;6847;2803;CA-2017-169194;Standard Class;66.80;2
1786;7935;2803;CA-2017-169194;Standard Class;66.80;2
1841;4317;3875;CA-2017-169215;Second Class;29.61;1
2109;6432;1895;CA-2017-169334;Second Class;111.67;1
1544;7274;3906;CA-2017-169663;First Class;3384.45;2
1544;6976;3906;CA-2017-169663;First Class;3384.45;2
2329;431;2145;CA-2017-169670;Standard Class;2563.05;1
2221;7134;386;CA-2017-169838;Standard Class;1745.91;3
2221;3813;386;CA-2017-169838;Standard Class;1745.91;3
2221;1528;386;CA-2017-169838;Standard Class;1745.91;3
2113;2527;3255;CA-2017-169887;Same Day;116.96;3
2113;1189;3255;CA-2017-169887;Same Day;116.96;3
2113;5468;3255;CA-2017-169887;Same Day;116.96;3
1760;1408;3336;CA-2017-169922;Standard Class;22.16;3
1760;3759;3336;CA-2017-169922;Standard Class;22.16;3
1760;3204;3336;CA-2017-169922;Standard Class;22.16;3
1699;6376;571;CA-2017-169943;Standard Class;821.22;5
1699;1055;571;CA-2017-169943;Standard Class;821.22;5
1699;3510;571;CA-2017-169943;Standard Class;821.22;5
1699;1918;571;CA-2017-169943;Standard Class;821.22;5
1699;734;571;CA-2017-169943;Standard Class;821.22;5
2048;1819;4280;CA-2017-169957;Standard Class;366.78;3
2048;5653;4280;CA-2017-169957;Standard Class;366.78;3
2048;6984;4280;CA-2017-169957;Standard Class;366.78;3
1977;2294;2033;CA-2017-169971;Standard Class;66.28;2
1977;2530;2033;CA-2017-169971;Standard Class;66.28;2
3186;2289;4807;CA-2018-100013;Standard Class;29.69;3
3186;925;4807;CA-2018-100013;Standard Class;29.69;3
3186;4090;4807;CA-2018-100013;Standard Class;29.69;3
2682;935;3016;CA-2018-100055;Standard Class;152.59;2
2682;1906;3016;CA-2018-100055;Standard Class;152.59;2
3279;1256;3199;CA-2018-100097;Second Class;1115.25;2
3279;7700;3199;CA-2018-100097;Second Class;1115.25;2
3018;7802;4386;CA-2018-100111;Standard Class;7359.91;14
3018;623;4386;CA-2018-100111;Standard Class;7359.91;14
3018;594;4386;CA-2018-100111;Standard Class;7359.91;14
3018;7389;4386;CA-2018-100111;Standard Class;7359.91;14
3018;5420;4386;CA-2018-100111;Standard Class;7359.91;14
3018;328;4386;CA-2018-100111;Standard Class;7359.91;14
3018;2915;4386;CA-2018-100111;Standard Class;7359.91;14
3018;4277;4386;CA-2018-100111;Standard Class;7359.91;14
3018;6814;4386;CA-2018-100111;Standard Class;7359.91;14
3018;5904;4386;CA-2018-100111;Standard Class;7359.91;14
3018;509;4386;CA-2018-100111;Standard Class;7359.91;14
3018;6749;4386;CA-2018-100111;Standard Class;7359.91;14
3018;4985;4386;CA-2018-100111;Standard Class;7359.91;14
3018;6928;4386;CA-2018-100111;Standard Class;7359.91;14
2963;5492;732;CA-2018-100160;Standard Class;49.68;3
2963;4113;732;CA-2018-100160;Standard Class;49.68;3
2963;4597;732;CA-2018-100160;Standard Class;49.68;3
2793;4810;2859;CA-2018-100223;Standard Class;396.39;5
2793;1251;2859;CA-2018-100223;Standard Class;396.39;5
2793;3639;2859;CA-2018-100223;Standard Class;396.39;5
2793;5302;2859;CA-2018-100223;Standard Class;396.39;5
2793;3930;2859;CA-2018-100223;Standard Class;396.39;5
3359;8001;6;CA-2018-100230;Standard Class;149.87;3
3359;3446;6;CA-2018-100230;Standard Class;149.87;3
3359;5318;6;CA-2018-100230;Standard Class;149.87;3
3107;2400;4405;CA-2018-100237;Standard Class;11.68;1
3057;4061;339;CA-2018-100314;Standard Class;372.44;3
3057;4538;339;CA-2018-100314;Standard Class;372.44;3
3057;7317;339;CA-2018-100314;Standard Class;372.44;3
2965;5140;3401;CA-2018-100335;Standard Class;73.00;1
3125;1957;4327;CA-2018-100356;Standard Class;23.99;1
2760;2471;3417;CA-2018-100384;Standard Class;421.42;2
2760;2635;3417;CA-2018-100384;Standard Class;421.42;2
3394;463;4333;CA-2018-100412;Standard Class;141.96;1
2703;5442;1174;CA-2018-100426;Standard Class;12.48;1
2881;5552;4221;CA-2018-100433;Standard Class;25.92;1
2521;7741;924;CA-2018-100524;Second Class;782.40;3
2521;5789;924;CA-2018-100524;Second Class;782.40;3
2521;1341;924;CA-2018-100524;Second Class;782.40;3
2888;2830;3131;CA-2018-100580;Standard Class;36.02;1
3231;6209;2274;CA-2018-100601;Standard Class;48.86;1
2573;1108;4233;CA-2018-100615;Standard Class;347.37;3
2573;2391;4233;CA-2018-100615;Standard Class;347.37;3
2573;456;4233;CA-2018-100615;Standard Class;347.37;3
3170;7232;1253;CA-2018-100622;Standard Class;1030.74;4
3170;2711;1253;CA-2018-100622;Standard Class;1030.74;4
3170;3566;1253;CA-2018-100622;Standard Class;1030.74;4
3170;5453;1253;CA-2018-100622;Standard Class;1030.74;4
2766;6376;1346;CA-2018-100636;Standard Class;272.94;1
2775;6125;1262;CA-2018-100650;Second Class;1295.78;1
2642;4458;3804;CA-2018-100748;Standard Class;58.48;1
2953;2209;2307;CA-2018-100783;Second Class;30.38;1
3259;5038;795;CA-2018-100811;First Class;47.74;2
3259;6201;795;CA-2018-100811;First Class;47.74;2
2975;6277;2556;CA-2018-100825;Standard Class;99.87;1
3235;5384;877;CA-2018-100902;Standard Class;699.40;2
3235;6998;877;CA-2018-100902;Standard Class;699.40;2
2712;6072;3371;CA-2018-100951;First Class;720.76;1
2935;1223;3993;CA-2018-101014;Standard Class;148.02;1
3248;1427;36;CA-2018-101042;Standard Class;843.84;2
3248;2838;36;CA-2018-101042;Standard Class;843.84;2
2751;3155;328;CA-2018-101049;Second Class;59.17;2
2751;1408;328;CA-2018-101049;Second Class;59.17;2
2505;5690;1167;CA-2018-101077;Second Class;6.84;1
2951;5171;2509;CA-2018-101182;First Class;56.13;2
2951;7894;2509;CA-2018-101182;First Class;56.13;2
2922;2641;1450;CA-2018-101210;Second Class;13.15;2
2922;4769;1450;CA-2018-101210;Second Class;13.15;2
3285;6732;2905;CA-2018-101245;Standard Class;410.71;2
3285;5500;2905;CA-2018-101245;Standard Class;410.71;2
2928;1839;4372;CA-2018-101273;Second Class;14.33;1
3069;7915;1699;CA-2018-101308;Standard Class;93.72;2
3069;4371;1699;CA-2018-101308;Standard Class;93.72;2
3416;602;2222;CA-2018-101322;First Class;340.70;1
2750;6894;4620;CA-2018-101434;Standard Class;249.79;2
2750;4631;4620;CA-2018-101434;Standard Class;249.79;2
2850;2536;138;CA-2018-101483;Second Class;61.21;3
2850;7868;138;CA-2018-101483;Second Class;61.21;3
2850;1947;138;CA-2018-101483;Second Class;61.21;3
3050;975;438;CA-2018-101574;Standard Class;9.24;1
3132;1626;1439;CA-2018-101581;Standard Class;177.22;1
2500;6186;81;CA-2018-101637;Same Day;12.76;1
3277;2492;4704;CA-2018-101665;Standard Class;5.16;1
2582;4200;4287;CA-2018-101700;First Class;30.35;2
2582;887;4287;CA-2018-101700;First Class;30.35;2
2903;3417;4094;CA-2018-101728;Standard Class;2.29;1
3074;1544;306;CA-2018-101749;Standard Class;171.28;1
3359;2820;3300;CA-2018-101798;Standard Class;63.34;2
3359;6814;3300;CA-2018-101798;Standard Class;63.34;2
3298;740;4197;CA-2018-101805;Standard Class;627.84;3
3298;6252;4197;CA-2018-101805;Standard Class;627.84;3
3298;3317;4197;CA-2018-101805;Standard Class;627.84;3
3270;4422;1881;CA-2018-101945;Standard Class;10.82;1
2446;3265;1167;CA-2018-101959;Standard Class;17.62;2
2446;5291;1167;CA-2018-101959;Standard Class;17.62;2
3377;4826;1645;CA-2018-102099;First Class;51.99;3
3377;5507;1645;CA-2018-102099;First Class;51.99;3
3377;2692;1645;CA-2018-102099;First Class;51.99;3
2813;6072;3972;CA-2018-102155;Standard Class;373.94;2
2813;5587;3972;CA-2018-102155;Standard Class;373.94;2
3385;5243;1260;CA-2018-102197;Standard Class;364.27;3
3385;3162;1260;CA-2018-102197;Standard Class;364.27;3
3385;5685;1260;CA-2018-102197;Standard Class;364.27;3
2606;6485;853;CA-2018-102204;Standard Class;3740.51;3
2606;398;853;CA-2018-102204;Standard Class;3740.51;3
2606;1585;853;CA-2018-102204;Standard Class;3740.51;3
2944;4597;2912;CA-2018-102218;Second Class;11.69;1
3293;4293;4129;CA-2018-102267;Standard Class;2.36;1
3029;5273;1354;CA-2018-102309;Second Class;212.91;2
3029;6715;1354;CA-2018-102309;Second Class;212.91;2
2729;648;4134;CA-2018-102337;First Class;683.02;3
2729;6420;4134;CA-2018-102337;First Class;683.02;3
2729;7752;4134;CA-2018-102337;First Class;683.02;3
3305;7525;386;CA-2018-102379;Standard Class;1378.94;3
3305;722;386;CA-2018-102379;Standard Class;1378.94;3
3305;2714;386;CA-2018-102379;Standard Class;1378.94;3
3345;2183;346;CA-2018-102407;Second Class;1096.48;3
3345;1700;346;CA-2018-102407;Second Class;1096.48;3
3345;1901;346;CA-2018-102407;Second Class;1096.48;3
2649;5353;2048;CA-2018-102414;Second Class;49.89;3
2649;7817;2048;CA-2018-102414;Second Class;49.89;3
2649;3925;2048;CA-2018-102414;Second Class;49.89;3
3282;6791;547;CA-2018-102519;First Class;190.67;2
3282;1367;547;CA-2018-102519;First Class;190.67;2
2723;2428;2679;CA-2018-102554;Standard Class;3.76;1
3175;7368;714;CA-2018-102610;Standard Class;248.39;4
3175;4578;714;CA-2018-102610;Standard Class;248.39;4
3175;3912;714;CA-2018-102610;Standard Class;248.39;4
3175;6625;714;CA-2018-102610;Standard Class;248.39;4
3347;2838;2912;CA-2018-102659;Standard Class;54.90;1
3141;5877;498;CA-2018-102729;Standard Class;55.61;1
2957;7136;2842;CA-2018-102736;Standard Class;177.08;3
2957;2418;2842;CA-2018-102736;Standard Class;177.08;3
2957;5171;2842;CA-2018-102736;Standard Class;177.08;3
2953;1490;1871;CA-2018-102750;Second Class;1322.35;1
2523;7552;1346;CA-2018-102771;Standard Class;84.95;1
2624;7865;1004;CA-2018-102820;Standard Class;419.94;1
2462;6803;2905;CA-2018-102834;Standard Class;199.98;1
3181;1382;833;CA-2018-102925;Second Class;796.03;8
3181;713;833;CA-2018-102925;Second Class;796.03;8
3181;3477;833;CA-2018-102925;Second Class;796.03;8
3181;7525;833;CA-2018-102925;Second Class;796.03;8
3181;5662;833;CA-2018-102925;Second Class;796.03;8
3181;1676;833;CA-2018-102925;Second Class;796.03;8
3181;3471;833;CA-2018-102925;Second Class;796.03;8
3181;5201;833;CA-2018-102925;Second Class;796.03;8
2781;3930;4747;CA-2018-102946;Standard Class;75.79;1
3026;6113;3071;CA-2018-102967;Standard Class;67.40;1
3016;2277;1369;CA-2018-102974;Standard Class;190.01;3
3016;6598;1369;CA-2018-102974;Standard Class;190.01;3
3016;2803;1369;CA-2018-102974;Standard Class;190.01;3
3168;5040;3588;CA-2018-103009;Second Class;26.40;1
3116;2591;3702;CA-2018-103065;Same Day;59.82;4
3116;4860;3702;CA-2018-103065;Same Day;59.82;4
3116;761;3702;CA-2018-103065;Same Day;59.82;4
3116;5910;3702;CA-2018-103065;Same Day;59.82;4
3262;809;4543;CA-2018-103156;First Class;24.04;1
3097;5718;3110;CA-2018-103212;First Class;1541.51;3
3097;4464;3110;CA-2018-103212;First Class;1541.51;3
3097;1681;3110;CA-2018-103212;First Class;1541.51;3
3283;3113;3951;CA-2018-103352;Second Class;114.41;2
3283;2376;3951;CA-2018-103352;Second Class;114.41;2
3260;6308;472;CA-2018-103380;Standard Class;739.73;5
3260;2700;472;CA-2018-103380;Standard Class;739.73;5
3260;4422;472;CA-2018-103380;Standard Class;739.73;5
3260;1911;472;CA-2018-103380;Standard Class;739.73;5
3260;7972;472;CA-2018-103380;Standard Class;739.73;5
3313;878;3293;CA-2018-103415;Standard Class;13.59;1
3376;3204;350;CA-2018-103443;Standard Class;315.89;3
3376;6164;350;CA-2018-103443;Standard Class;315.89;3
3376;804;350;CA-2018-103443;Standard Class;315.89;3
2829;3289;2620;CA-2018-103478;Second Class;97.05;2
2829;3873;2620;CA-2018-103478;Second Class;97.05;2
3254;347;1665;CA-2018-103499;Standard Class;209.56;1
2838;4513;2854;CA-2018-103506;Standard Class;41.40;1
3029;5198;3104;CA-2018-103520;First Class;9.24;1
2987;1385;2365;CA-2018-103611;First Class;8.36;1
3272;1970;2222;CA-2018-103765;Standard Class;13.76;1
2966;3680;3839;CA-2018-103877;Standard Class;1577.94;1
3299;1225;3156;CA-2018-103968;Standard Class;629.64;1
3085;153;1183;CA-2018-104003;Standard Class;307.66;1
2581;6487;4543;CA-2018-104010;First Class;54.90;1
2934;2458;3016;CA-2018-104024;Second Class;9.40;1
3327;6698;3726;CA-2018-104066;Standard Class;205.03;1
2461;2458;187;CA-2018-104080;Standard Class;174.56;2
2461;3762;187;CA-2018-104080;Standard Class;174.56;2
3308;2266;3963;CA-2018-104108;Standard Class;12.16;1
3163;5694;4154;CA-2018-104136;Second Class;230.69;2
3163;5009;4154;CA-2018-104136;Second Class;230.69;2
2401;3767;682;CA-2018-104220;Standard Class;340.22;6
2401;3044;682;CA-2018-104220;Standard Class;340.22;6
2401;8024;682;CA-2018-104220;Standard Class;340.22;6
2401;2885;682;CA-2018-104220;Standard Class;340.22;6
2401;1131;682;CA-2018-104220;Standard Class;340.22;6
2401;2777;682;CA-2018-104220;Standard Class;340.22;6
2641;1810;1706;CA-2018-104318;Standard Class;20.76;1
3372;3210;3853;CA-2018-104381;Standard Class;33.37;1
2792;7696;1231;CA-2018-104388;First Class;79.96;1
2637;4939;861;CA-2018-104577;Standard Class;87.60;1
2386;1911;2556;CA-2018-104619;Standard Class;412.99;3
2386;3900;2556;CA-2018-104619;Standard Class;412.99;3
2386;7385;2556;CA-2018-104619;Standard Class;412.99;3
3204;3776;1706;CA-2018-104640;Standard Class;1362.05;2
3204;7684;1706;CA-2018-104640;Standard Class;1362.05;2
2439;5442;877;CA-2018-104647;Standard Class;37.44;1
2832;6544;253;CA-2018-104731;Standard Class;951.98;7
2832;2667;253;CA-2018-104731;Standard Class;951.98;7
2832;1215;253;CA-2018-104731;Standard Class;951.98;7
2832;3628;253;CA-2018-104731;Standard Class;951.98;7
2832;7772;253;CA-2018-104731;Standard Class;951.98;7
2832;2694;253;CA-2018-104731;Standard Class;951.98;7
2832;132;253;CA-2018-104731;Standard Class;951.98;7
2685;6157;1891;CA-2018-104745;Standard Class;79.34;2
2685;5278;1891;CA-2018-104745;Standard Class;79.34;2
2422;1336;1715;CA-2018-104801;Standard Class;914.12;3
2422;6794;1715;CA-2018-104801;Standard Class;914.12;3
2422;2369;1715;CA-2018-104801;Standard Class;914.12;3
3116;4570;3778;CA-2018-104822;Same Day;24.55;1
2731;566;4697;CA-2018-104850;Standard Class;291.13;1
3242;3223;2452;CA-2018-104864;Second Class;552.85;5
3242;2025;2452;CA-2018-104864;Second Class;552.85;5
3242;5535;2452;CA-2018-104864;Second Class;552.85;5
3242;6173;2452;CA-2018-104864;Second Class;552.85;5
